
1,3.04662675070308
2,2.8781962651595343
3,2.8785578380603534
4,2.8780265261507445
5,2.8785786432418288
6,2.878573745233447
7,2.878725060761722
8,2.8783085386499634
9,2.877681704590813
10,2.8777848491876323
11,2.877933656505369
12,2.8728896167060096
13,2.872745425929299
14,2.872761217185662
15,2.872816593768598
16,2.872747858936809
17,2.8725730695122387
18,2.8724586646667447
19,2.871961540377919
20,2.871725943792735
21,2.871487551409955
22,2.8838598431038447
23,2.8835388564980944
24,2.8835598310988244
25,2.883477372643296
26,2.883177960486452
27,2.8826484994879733
28,2.8823749781319457
29,2.8815403389198178
30,2.872228165006205
31,2.871853305503926
32,2.8761259652276303
33,2.8756252983665505
34,2.8753681942352465
35,2.875120138432763
36,2.8747557163547945
37,2.87402798799853
38,2.873331948075422
39,2.872095069810305
40,2.8712447141941313
41,2.8704338381251278
42,2.8774927899136875
43,2.884876552156687
44,2.8841764769766343
45,2.8838408200465953
46,2.882482673352868
47,2.881745009168384
48,2.881055520147777
49,2.8705783030519196
50,2.8692545626727295
51,2.868076148800202
52,2.886532849842583
53,2.8851165926362397
54,2.8845229652919233
55,2.8837263147229937
56,2.8827281896165404
57,2.8813965726610196
58,2.879607819619247
59,2.8774041417828222
60,2.8753489037850395
61,2.864926470474754
62,2.883428631496697
63,2.8901119766138486
64,2.8887600756121854
65,2.8872806411098706
66,2.88604854859474
67,2.8841533256329246
68,2.881752542979579
69,2.8788072273425955
70,2.867473517676565
71,2.8649352944053454
72,2.8769754083512513
73,2.8744943980081086
74,2.8815014755170436
75,2.879805141115318
76,2.8867729577682644
77,2.884245676877902
78,2.8814895128532054
79,2.8777692460706668
80,2.8653868995732372
81,2.85329004794929
82,2.8771938258147776
83,2.8825537265238292
84,2.8888516955710957
85,2.8865333922605947
86,2.901100632880916
87,2.897773153598969
88,2.8937328433156715
89,2.8801694981771098
90,2.875192513797895
91,2.8539581724032255
92,2.8778813673270207
93,2.8824349709001806
94,2.8880342055299604
95,2.8936281287395307
96,2.898879578145725
97,2.911982384312779
98,2.9064623587785574
99,2.8919254405311907
100,2.8768134953660836
